Sample,Ware,component,n= (for fabric) or analysis # (for inclusions),SiO2,Na2O,MgO,Al2O3,P2O5,S,K2O,CaO,MnO,FeO,TiO2,PbO,BaO,Zn,V2O5,Ni,Cu*,Ce*,Co*,Sr*,Or,Ab,An
CA230128,red slip,fabric,5,73.8,1.46,0.45,16.41,0,0,1.15,2.37,0,3.68,0.69,0,0,0,0,0,0,0,0,0,0,0,0
CA230129,red slip,fabric,6,70.83,1.33,0.45,16.38,0,0,1.34,2.31,0,6.1,0.88,0,0.39,0,0,0,0,0,0,0,0,0,0
CA230150,Tuza,fabric,5,77.34,2.16,0.97,16.6,0,0,1.07,1.26,0,0.33,0.29,0,0,0,0,0,0,0,0,0,0,0,0
CA230163,Tuza,fabric,10,72.54,1.74,0.42,15.81,0.81,0,1.42,2.06,0.19,4.18,0.83,0,0,0,0,0,0,0,0,0,0,0,0
CA230171,Tuza,fabric,14,73.56,1.49,0.57,14.15,1.2,0,1.74,2.18,0.2,4.03,0.88,0,0,0,0,0,0,0,0,0,0,0,0
CA230172,Tuza,fabric,10,72.69,2.43,1.14,18.11,1.82,0,0.85,1.31,0,1.22,0.43,0,0,0,0,0,0,0,0,0,0,0,0
CA230176,Piartal,fabric,5,71.68,1.13,0.37,17.6,0.93,0,0.92,2.23,0,4.04,1.11,0,0,0,0,0,0,0,0,0,0,0,0
CA230439,Piartal,fabric,6,72.26,1.97,0.76,16.2,2.05,0,1.15,1.65,0,2.96,1.01,0,0,0,0,0,0,0,0,0,0,0,0
CA230443,Capulí,fabric,8,71.81,1.05,0.74,16.12,0.96,0,0.91,2.07,0,5.5,0.84,0,0,0,0,0,0,0,0,0,0,0,0
CA230448,Capulí,fabric,5,65.94,1.61,0.96,20.57,0,0,1.15,2.48,0,6.44,0.84,0,0,0,0,0,0,0,0,0,0,0,0
CA230449,Capulí,fabric,9,68.92,1.53,0.68,18.56,0,0,1.23,2.31,0,5.9,0.87,0,0,0,0,0,0,0,0,0,0,0,0
CA230144,Piartal,fabric ,3,75.88,1.2,0,18.42,0,0,0.79,1.16,0,1.72,0.51,0,0.32,0,0,0,0,0,0,0,0,0,0
CA230128,red slip,feldspar,Spectrum 10,59.27,5.86,0,25.62,0,0,0.81,7.87,0,0.58,0,0,0,0,0,0,0,0,0,0,5.161290323,53.44086022,41.93548387
CA230128,red slip,feldspar,Spectrum 361,58.41,6,0,26.01,0,0,0.77,8.26,0,0.54,0,0,0,0,0,0,0,0,0,0,4.791666667,52.91666667,42.60416667
CA230128,red slip,feldspar,Spectrum 369,59.15,6.66,0,25.81,0,0,0.46,7.59,0,0.32,0,0,0,0,0,0,0,0,0,0,2.783505155,58.1443299,38.7628866
CA230128,red slip,feldspar,Spectrum 371,58.81,7,0,26.04,0,0,0.28,7.6,0,0.27,0,0,0,0,0,0,0,0,0,0,1.717171717,59.8989899,37.97979798
CA230128,red slip,feldspar,Spectrum 372,65.07,2.8,0,19.1,0,0,12.34,0,0,0,0,0,0.69,0,0,0,0,0,0,0,75.25773196,24.43298969,0
CA230128,red slip,feldspar,Spectrum 373,69.05,11.04,0,19.67,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,98.52631579,0.631578947
CA230128,red slip,feldspar,Spectrum 375,54.54,4.77,0,28.31,0,0,0.24,11.37,0,0.77,0,0,0,0,0,0,0,0,0,0,1.428571429,41.2244898,57.44897959
CA230128,red slip,feldspar,Spectrum 379,59.46,6.76,0,25.8,0,0,0.27,7.43,0,0.28,0,0,0,0,0,0,0,0,0,0,1.666666667,59.6875,38.33333333
CA230128,red slip,feldspar,Spectrum 380,59.22,6.7,0,25.86,0,0,0.39,7.48,0,0.34,0,0,0,0,0,0,0,0,0,0,2.395833333,59.16666667,38.54166667
CA230129,red slip,feldspar,Spectrum 394,57.08,5.78,0,27.35,0,0,0.32,9.26,0,0.22,0,0,0,0,0,0,0,0,0,0,1.958762887,50.51546392,47.21649485
CA230129,red slip,feldspar,Spectrum 395,57.7,6.24,0,26.83,0,0,0.38,8.62,0,0.23,0,0,0,0,0,0,0,0,0,0,2.244897959,53.97959184,43.57142857
CA230129,red slip,feldspar,Spectrum 396,58.55,6.47,0,26.04,0,0,0.41,8.08,0,0.44,0,0,0,0,0,0,0,0,0,0,2.474226804,56.49484536,41.2371134
CA230129,red slip,feldspar,Spectrum 397,59.68,6.79,0,25.38,0,0,0.8,7.06,0,0.28,0,0,0,0,0,0,0,0,0,0,4.845360825,59.27835052,36.08247423
CA230129,red slip,feldspar,Spectrum 399,59.79,6.83,0,25.55,0,0,0.41,7.1,0,0.31,0,0,0,0,0,0,0,0,0,0,2.526315789,60.94736842,36.94736842
CA230129,red slip,feldspar,Spectrum 401,57.64,6.29,0,26.73,0,0,0.34,8.59,0,0.41,0,0,0,0,0,0,0,0,0,0,2.040816327,54.3877551,43.36734694
CA230129,red slip,feldspar,Spectrum 402,56.33,5.98,0,27.8,0,0,0.22,9.27,0,0.4,0,0,0,0,0,0,0,0,0,0,1.326530612,51.73469388,46.83673469
CA230129,red slip,feldspar,Spectrum 404,57.02,5.8,0,27.16,0,0,0.3,9.22,0,0.52,0,0,0,0,0,0,0,0,0,0,1.855670103,50.72164948,47.01030928
CA230129,red slip,feldspar,Spectrum 405,58.82,6.91,0,26.12,0,0,0.3,7.37,0,0.47,0,0,0,0,0,0,0,0,0,0,1.855670103,60.41237113,37.62886598
CA230129,red slip,feldspar,Spectrum 409,64.36,6.61,0,20.89,0,0,5.35,2.01,0,0.5,0,0,0.29,0,0,0,0,0,0,0,32.34693878,57.14285714,10.20408163
CA230144,Piartal,feldspar,Spectrum 207,58.77,7.8,0,27.16,0,0,0.28,5.99,0,0,0,0,0,0,0,0,0,0,0,0,1.75257732,68.1443299,30.6185567
CA230144,Piartal,feldspar,Spectrum 208,59.16,8.16,0,26.73,0,0,0.32,5.63,0,0,0,0,0,0,0,0,0,0,0,0,1.919191919,69.8989899,28.18181818
CA230144,Piartal,feldspar,Spectrum 212,58.68,8.05,0,26.92,0,0,0.29,5.81,0,0.25,0,0,0,0,0,0,0,0,0,0,1.717171717,68.88888889,29.09090909
CA230144,Piartal,feldspar,Spectrum 213,60.16,6.73,0,26.37,0,0,0.34,6.4,0,0,0,0,0,0,0,0,0,0,0,0,2.197802198,62.63736264,34.83516484
CA230144,Piartal,feldspar,Spectrum 87,57.82,6.92,0,27.59,0,0,0.32,7.34,0,0,0,0,0,0,0,0,0,0,0,0,1.958762887,60.41237113,37.42268041
CA230144,Piartal,feldspar,Spectrum 88,58.33,6.71,0,27.01,0,0,0.35,7.37,0,0.25,0,0,0,0,0,0,0,0,0,0,2.210526316,59.89473684,38.42105263
CA230144,Piartal,feldspar,Spectrum 89,60.1,8.21,0,25.53,0,0,0.4,5.55,0,0.21,0,0,0,0,0,0,0,0,0,0,2.424242424,70.3030303,27.77777778
CA230144,Piartal,feldspar,Spectrum 90,59.59,7.77,0,26.1,0,0,0.24,6.12,0,0.19,0,0,0,0,0,0,0,0,0,0,1.428571429,67.14285714,30.91836735
CA230144,Piartal,feldspar,Spectrum 91,59.94,7.91,0,25.74,0,0,0.24,5.98,0,0.2,0,0,0,0,0,0,0,0,0,0,1.428571429,68.36734694,30.20408163
CA230144,Piartal,feldspar,Spectrum 92,59.69,8.05,0,25.89,0,0,0.4,5.82,0,0.16,0,0,0,0,0,0,0,0,0,0,2.424242424,68.88888889,29.09090909
CA230144,Piartal,feldspar,Spectrum 96,58.76,7.46,0,26.8,0,0,0.32,6.65,0,0,0,0,0,0,0,0,0,0,0,0,1.93877551,64.48979592,33.57142857
CA230144,Piartal,feldspar,Spectrum 97,60.03,8.06,0,25.74,0,0,0.36,5.63,0,0.18,0,0,0,0,0,0,0,0,0,0,2.142857143,69.69387755,28.46938776
CA230150,Tuza,feldspar,Spectrum 324,58.31,10.41,0,27.66,0,0,0.15,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0.849056604,83.20754717,16.22641509
CA230150,Tuza,feldspar,Spectrum 325,57.66,9.47,0,28.66,0,0,0.19,4.01,0,0,0,0,0,0,0,0,0,0,0,0,1.089108911,79.5049505,19.7029703
CA230150,Tuza,feldspar,Spectrum 332,57.61,9.91,0,28.41,0,0,0.23,3.84,0,0,0,0,0,0,0,0,0,0,0,0,1.346153846,80.76923077,18.26923077
CA230163,Tuza,feldspar,Spectrum 10,57.96,5.82,0,26.75,0,0,0.41,8.57,0,0.51,0,0,0,0,0,0,0,0,0,0,2.553191489,52.44680851,45.10638298
CA230163,Tuza,feldspar,Spectrum 14,58.19,6.7,0,26.63,0,0,0.33,7.74,0,0.4,0,0,0,0,0,0,0,0,0,0,2.06185567,58.55670103,39.48453608
CA230163,Tuza,feldspar,Spectrum 21,59.71,7.49,0,25.83,0,0,0.26,6.46,0,0.26,0,0,0,0,0,0,0,0,0,0,1.546391753,65.46391753,32.98969072
CA230163,Tuza,feldspar,Spectrum 23,64.93,5.52,0,19.77,0,0,6.65,1.47,0,1.31,0.35,0,0,0,0,0,0,0,0,0,42.25806452,50.32258065,7.849462366
CA230163,Tuza,feldspar,Spectrum 24,65.12,2.23,0,19.18,0,0,13.09,0,0,0,0,0,0.39,0,0,0,0,0,0,0,80.72916667,19.6875,0
CA230163,Tuza,feldspar,Spectrum 25,63.9,7.98,0,22.8,0,0,0.81,3.61,0,0.67,0.21,0,0,0,0,0,0,0,0,0,5.333333333,75.11111111,19.88888889
CA230163,Tuza,feldspar,Spectrum 28,66.62,9.41,0,21.18,0,0,0.46,1.56,0,0.77,0,0,0,0,0,0,0,0,0,0,3,88.55555556,8.555555556
CA230163,Tuza,feldspar,Spectrum 37,57.2,5.01,0,26.58,0,0,0.36,9.48,0,1.36,0,0,0,0,0,0,0,0,0,0,2.282608696,46.19565217,50.97826087
CA230163,Tuza,feldspar,Spectrum 49,57.84,6.24,0,26.66,0,0,0.34,8.42,0,0.51,0,0,0,0,0,0,0,0,0,0,2.06185567,54.53608247,42.98969072
CA230163,Tuza,feldspar,Spectrum 51,57.65,6.08,0,26.77,0,0,0.38,8.67,0,0.45,0,0,0,0,0,0,0,0,0,0,2.268041237,53.09278351,44.22680412
CA230163,Tuza,feldspar,Spectrum 53,56.65,5.48,0,27.12,0,0,0.33,9.8,0,0.62,0,0,0,0,0,0,0,0,0,0,2.06185567,47.83505155,50
CA230163,Tuza,feldspar,Spectrum 54,59.96,7.12,0,25.16,0,0,0.51,6.87,0,0.37,0,0,0,0,0,0,0,0,0,0,3.092783505,62.16494845,35.05154639
CA230163,Tuza,feldspar,Spectrum 61,55.37,5.02,0,27.68,0,0,0.45,10.82,0,0.66,0,0,0,0,0,0,0,0,0,0,2.727272727,42.92929293,54.14141414
CA230163,Tuza,feldspar,Spectrum 71,59.78,6.63,0,25.46,0,0,0.54,7.25,0,0.33,0,0,0,0,0,0,0,0,0,0,3.368421053,59.15789474,37.78947368
CA230163,Tuza,feldspar,Spectrum 72,55.57,5.21,0,28.04,0,0,0.31,10.44,0,0.43,0,0,0,0,0,0,0,0,0,0,1.836734694,45.10204082,52.75510204
CA230163,Tuza,feldspar,Spectrum 81,57.46,6.04,0,26.69,0,0,0.99,7.99,0,0.49,0,0,0.34,0,0,0,0,0,0,0,6.082474227,52.78350515,40.82474227
CA230163,Tuza,feldspar,Spectrum 82,56.01,5.37,0,28.02,0,0,0.69,9.34,0,0.57,0,0,0,0,0,0,0,0,0,0,4.270833333,47.39583333,48.125
CA230163,Tuza,feldspar,Spectrum 87,66.68,4.53,0,19.42,0,0,8.63,0,0,0.75,0,0,0,0,0,0,0,0,0,0,57.41573034,43.14606742,0
CA230163,Tuza,feldspar,Spectrum 9,62.55,8.25,0,23.52,0,0,0.84,4.39,0,0.46,0,0,0,0,0,0,0,0,0,0,5.154639175,72.06185567,22.37113402
CA230171,Tuza,feldspar,Spectrum 104,54.73,5,0,28.47,0,0,0.28,11.05,0,0.46,0,0,0,0,0,0,0,0,0,0,1.717171717,42.82828283,55.25252525
CA230171,Tuza,feldspar,Spectrum 105,54.83,4.93,0,28.54,0,0,0.33,10.93,0,0.43,0,0,0,0,0,0,0,0,0,0,2.040816327,42.65306122,55.20408163
CA230171,Tuza,feldspar,Spectrum 106,55.6,5.26,0,27.84,0,0,0.38,10.37,0,0.56,0,0,0,0,0,0,0,0,0,0,2.244897959,45.51020408,52.34693878
CA230171,Tuza,feldspar,Spectrum 107,57.66,6.4,0,26.79,0,0,0.41,8.33,0,0.41,0,0,0,0,0,0,0,0,0,0,2.448979592,55.30612245,42.04081633
CA230171,Tuza,feldspar,Spectrum 108,63.6,8.73,0,23.1,0,0,0.21,4.18,0,0.19,0,0,0,0,0,0,0,0,0,0,1.25,77.08333333,21.5625
CA230171,Tuza,feldspar,Spectrum 112,54.32,4.67,0,28.3,0,0,0.34,11.72,0,0.65,0,0,0,0,0,0,0,0,0,0,2,39.6,58
CA230171,Tuza,feldspar,Spectrum 115,59.2,6.82,0,25.8,0,0,0.4,7.34,0,0.43,0,0,0,0,0,0,0,0,0,0,2.474226804,59.58762887,37.42268041
CA230171,Tuza,feldspar,Spectrum 116,52.18,3.13,0,27.47,0,0,0.6,15.47,0,1.15,0,0,0,0,0,0,0,0,0,0,3.364485981,24.76635514,71.58878505
CA230171,Tuza,feldspar,Spectrum 142,57.44,5.67,0,26.86,0,0,0.2,9.57,0,0.27,0,0,0,0,0,0,0,0,0,0,1.237113402,49.58762887,48.86597938
CA230171,Tuza,feldspar,Spectrum 144,66.32,5.69,0,19.12,0,0,8.15,0,0,0.72,0,0,0,0,0,0,0,0,0,0,50.20833333,50.20833333,0
CA230171,Tuza,feldspar,Spectrum 153,54.79,4.81,0,27.77,0,0,0.28,11.4,0,0.95,0,0,0,0,0,0,0,0,0,0,1.717171717,41.21212121,56.96969697
CA230171,Tuza,feldspar,Spectrum 154,55.7,5.29,0,27.94,0,0,0.36,10.33,0,0.37,0,0,0,0,0,0,0,0,0,0,2.142857143,45.71428571,52.14285714
CA230171,Tuza,feldspar,Spectrum 164,57.56,6.13,0,26.86,0,0,0.44,8.8,0,0.22,0,0,0,0,0,0,0,0,0,0,2.653061224,52.95918367,44.48979592
CA230171,Tuza,feldspar,Spectrum 165,60.01,6.44,0,25.13,0,0,1.61,6.41,0,0.4,0,0,0,0,0,0,0,0,0,0,9.895833333,56.875,33.02083333
CA230171,Tuza,feldspar,Spectrum 166,60.12,6.89,0,25.13,0,0,0.5,7.18,0,0.18,0,0,0,0,0,0,0,0,0,0,3.092783505,60.20618557,36.59793814
CA230171,Tuza,feldspar,Spectrum 167,61.08,7.21,0,24.59,0,0,0.63,6.3,0,0.19,0,0,0,0,0,0,0,0,0,0,3.854166667,63.64583333,32.5
CA230171,Tuza,feldspar,Spectrum 173,58.19,6.03,0,26.15,0,0,0.44,8.7,0,0.49,0,0,0,0,0,0,0,0,0,0,2.680412371,52.68041237,44.43298969
CA230171,Tuza,feldspar,Spectrum 175,59.43,6.72,0,25.66,0,0,0.54,7.33,0,0.32,0,0,0,0,0,0,0,0,0,0,3.333333333,59.27083333,37.8125
CA230171,Tuza,feldspar,Spectrum 178,57.52,6.29,0,26.9,0,0,0.22,8.79,0,0.29,0,0,0,0,0,0,0,0,0,0,1.326530612,54.3877551,44.3877551
CA230171,Tuza,feldspar,Spectrum 185,61.01,5.23,0,22.23,0,0,2.87,6.02,0,1.88,0.76,0,0,0,0,0,0,0,0,0,18.68131868,48.68131868,32.74725275
CA230172,Tuza,feldspar,Spectrum 210,61.1,10.51,0,24.79,0,0,0.46,2.98,0,0.15,0,0,0,0,0,0,0,0,0,0,2.523364486,83.27102804,13.8317757
CA230172,Tuza,feldspar,Spectrum 211,56.17,7.07,0,30.08,0,0,0.17,6.34,0,0.17,0,0,0,0,0,0,0,0,0,0,1.086956522,65.10869565,34.13043478
CA230172,Tuza,feldspar,Spectrum 212,57.85,7.37,0,28.72,0,0,0.24,5.61,0,0.22,0,0,0,0,0,0,0,0,0,0,1.52173913,67.93478261,30.2173913
CA230172,Tuza,feldspar,Spectrum 227,60.48,10.97,0,25.41,0,0,0,2.98,0,0.16,0,0,0,0,0,0,0,0,0,0,0,86.11111111,13.7037037
CA230172,Tuza,feldspar,Spectrum 229,58.91,10.01,0,26.9,0,0,0.25,3.93,0,0,0,0,0,0,0,0,0,0,0,0,1.41509434,80,18.39622642
CA230172,Tuza,feldspar,Spectrum 230,57.76,8.17,0,28.73,0,0,0.56,4.63,0,0.15,0,0,0,0,0,0,0,0,0,0,3.473684211,72.84210526,24.10526316
CA230172,Tuza,feldspar,Spectrum 238,59.17,9.35,0,26.9,0,0,0.4,4.18,0,0,0,0,0,0,0,0,0,0,0,0,2.352941176,77.64705882,20.29411765
CA230172,Tuza,feldspar,Spectrum 239,58.3,8.78,0,27.87,0,0,0.33,4.72,0,0,0,0,0,0,0,0,0,0,0,0,2,74.4,23.4
CA230172,Tuza,feldspar,Spectrum 242,59.48,9.52,0,26.63,0,0,0.27,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1.553398058,78.34951456,19.70873786
CA230172,Tuza,feldspar,Spectrum 263,58.3,9.07,0,27.88,0,0,0.24,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1.386138614,76.13861386,22.07920792
CA230172,Tuza,feldspar,Spectrum 268,57.81,8.73,0,28.32,0,0,0.13,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,74,24.8
CA230172,Tuza,feldspar,Spectrum 272,56.9,7.93,0,29.42,0,0,0.25,5.49,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,70,28.33333333
CA230172,Tuza,feldspar,Spectrum 273,61.79,11.29,0,23.99,0,0,0.5,2.43,0,0,0,0,0,0,0,0,0,0,0,0,2.702702703,86.21621622,10.81081081
CA230172,Tuza,feldspar,Spectrum 280,58.77,8.79,0,27.65,0,0,0.29,4.51,0,0,0,0,0,0,0,0,0,0,0,0,1.717171717,75.25252525,22.52525253
CA230172,Tuza,feldspar,Spectrum 283,60.14,9.95,0,26.1,0,0,0.33,3.49,0,0,0,0,0,0,0,0,0,0,0,0,1.923076923,81.05769231,16.63461538
CA230172,Tuza,feldspar,Spectrum 284,59.93,10.69,0,25.76,0,0,0.31,3.31,0,0,0,0,0,0,0,0,0,0,0,0,1.651376147,83.11926606,15.04587156
CA230172,Tuza,feldspar,Spectrum 286,58.41,9.43,0,27.65,0,0,0.17,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,78.33333333,21.07843137
CA230172,Tuza,feldspar,Spectrum 296,68.68,9.87,0,19.07,0,0,1.11,1.27,0,0,0,0,0,0,0,0,0,0,0,0,6.875,87.08333333,6.5625
CA230172,Tuza,feldspar,Spectrum 298,59.01,10.04,0,26.96,0,0,0.29,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1.619047619,81.04761905,17.42857143
CA230172,Tuza,feldspar,Spectrum 307,65.93,9.03,0,20.59,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,25.63106796,74.27184466,0
CA230172,Tuza,feldspar,Spectrum 309,65.22,9.34,0,20.79,0,0,4.07,0.42,0,0.15,0,0,0,0,0,0,0,0,0,0,22.95238095,75.42857143,2
CA230172,Tuza,feldspar,Spectrum 315,65.24,7.72,0,21.6,0,0,4.37,0.85,0,0.22,0,0,0,0,0,0,0,0,0,0,27.26315789,68.84210526,4.421052632
CA230176,Piartal,feldspar,Spectrum 122,58.62,6.48,0,26.08,0,0,0.4,8.06,0,0.36,0,0,0,0,0,0,0,0,0,0,2.474226804,56.59793814,41.13402062
CA230176,Piartal,feldspar,Spectrum 124,55.31,5.16,0,27.91,0,0,0.55,10.5,0,0.58,0,0,0,0,0,0,0,0,0,0,3.333333333,44.14141414,52.52525253
CA230176,Piartal,feldspar,Spectrum 125,57.53,5.89,0,26.57,0,0,0.57,8.72,0,0.73,0,0,0,0,0,0,0,0,0,0,3.541666667,51.97916667,45
CA230176,Piartal,feldspar,Spectrum 136,59.71,6.84,0,25.54,0,0,0.49,7.1,0,0.31,0,0,0,0,0,0,0,0,0,0,3.020833333,60.41666667,36.5625
CA230176,Piartal,feldspar,Spectrum 141,57.1,5.55,0,27.37,0,0,0.23,9.52,0,0.23,0,0,0,0,0,0,0,0,0,0,1.458333333,48.95833333,49.0625
CA230176,Piartal,feldspar,Spectrum 142,59.14,5.66,0,25.59,0,0,0.32,8.89,0,0.4,0,0,0,0,0,0,0,0,0,0,2.021276596,51.06382979,46.80851064
CA230176,Piartal,feldspar,Spectrum 143,57.95,6.31,0,26.65,0,0,0.24,8.59,0,0.26,0,0,0,0,0,0,0,0,0,0,1.443298969,55.15463918,43.81443299
CA230176,Piartal,feldspar,Spectrum 144,57.82,6.23,0,26.65,0,0,0.3,8.7,0,0.3,0,0,0,0,0,0,0,0,0,0,1.836734694,53.87755102,43.97959184
CA230176,Piartal,feldspar,Spectrum 145,58.33,6.18,0,26.32,0,0,0.21,8.72,0,0.23,0,0,0,0,0,0,0,0,0,0,1.237113402,54.02061856,44.53608247
CA230176,Piartal,feldspar,Spectrum 148,59.1,6.7,0,25.84,0,0,0.46,7.72,0,0.17,0,0,0,0,0,0,0,0,0,0,2.755102041,57.95918367,38.97959184
CA230176,Piartal,feldspar,Spectrum 149,58.26,6.06,0,26.38,0,0,0.29,8.74,0,0.26,0,0,0,0,0,0,0,0,0,0,1.770833333,53.54166667,45.10416667
CA230439,Piartal,feldspar,Spectrum 168,60.06,8.83,0,25.95,0,0,0.35,4.81,0,0,0,0,0,0,0,0,0,0,0,0,2.079207921,74.05940594,23.56435644
CA230439,Piartal,feldspar,Spectrum 169,58.07,7.81,0,27.71,0,0,0.2,6.21,0,0,0,0,0,0,0,0,0,0,0,0,1.224489796,67.55102041,31.32653061
CA230439,Piartal,feldspar,Spectrum 170,56.38,6.69,0,29.31,0,0,0.18,7.44,0,0,0,0,0,0,0,0,0,0,0,0,1.157894737,59.68421053,38.73684211
CA230439,Piartal,feldspar,Spectrum 171,58.81,8.2,0,27.01,0,0,0.19,5.78,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,70.2020202,28.88888889
CA230439,Piartal,feldspar,Spectrum 172,59.01,8.29,0,26.85,0,0,0.32,5.53,0,0,0,0,0,0,0,0,0,0,0,0,1.9,70.3,27.4
CA230439,Piartal,feldspar,Spectrum 173,59.17,7.93,0,26.58,0,0,0.29,5.83,0,0.21,0,0,0,0,0,0,0,0,0,0,1.734693878,68.57142857,29.48979592
CA230439,Piartal,feldspar,Spectrum 183,59.06,8.72,0,26.48,0,0,0.34,5.16,0,0.24,0,0,0,0,0,0,0,0,0,0,1.98019802,73.16831683,25.24752475
CA230439,Piartal,feldspar,Spectrum 184,59.61,9.24,0,25.97,0,0,0.33,4.66,0,0.19,0,0,0,0,0,0,0,0,0,0,1.941747573,76.01941748,22.42718447
CA230439,Piartal,feldspar,Spectrum 186,60.02,9.07,0,25.74,0,0,0.35,4.67,0,0.15,0,0,0,0,0,0,0,0,0,0,2.058823529,75.39215686,22.64705882
CA230439,Piartal,feldspar,Spectrum 69,58.36,7.17,0,27.13,0,0,0.29,7.04,0,0,0,0,0,0,0,0,0,0,0,0,1.75257732,62.68041237,35.97938144
CA230439,Piartal,feldspar,Spectrum 70,58.52,7.45,0,26.76,0,0,0.35,6.74,0,0.18,0,0,0,0,0,0,0,0,0,0,2.121212121,63.73737374,33.73737374
CA230439,Piartal,feldspar,Spectrum 71,59.08,7.68,0,26.52,0,0,0.33,6.38,0,0,0,0,0,0,0,0,0,0,0,0,2.02020202,65.75757576,31.91919192
CA230439,Piartal,feldspar,Spectrum 72,58.18,7.11,0,27.37,0,0,0.32,7.02,0,0,0,0,0,0,0,0,0,0,0,0,1.958762887,62.16494845,35.87628866
CA230443,Capulí,feldspar,Spectrum 10,59.27,6.78,0,25.72,0,0,0.55,7.33,0,0.35,0,0,0,0,0,0,0,0,0,0,3.402061856,59.27835052,37.42268041
CA230443,Capulí,feldspar,Spectrum 11,58.72,6.62,0,26.12,0,0,0.53,7.79,0,0.22,0,0,0,0,0,0,0,0,0,0,3.163265306,57.24489796,39.3877551
CA230443,Capulí,feldspar,Spectrum 16,59.24,6.87,0,25.68,0,0,0.44,7.39,0,0.37,0,0,0,0,0,0,0,0,0,0,2.680412371,60,37.73195876
CA230443,Capulí,feldspar,Spectrum 17,58.71,6.49,0,26.11,0,0,0.36,8.05,0,0.27,0,0,0,0,0,0,0,0,0,0,2.164948454,56.70103093,41.13402062
CA230443,Capulí,feldspar,Spectrum 19,57.41,5.73,0,26.59,0,0,0.51,9.16,0,0.59,0,0,0,0,0,0,0,0,0,0,3.092783505,50.10309278,46.70103093
CA230443,Capulí,feldspar,Spectrum 20,55.42,5.24,0,27.98,0,0,0.35,10.37,0,0.65,0,0,0,0,0,0,0,0,0,0,2.142857143,45.30612245,52.34693878
CA230443,Capulí,feldspar,Spectrum 45,58.8,6.29,0,26.12,0,0,0.43,7.99,0,0.38,0,0,0,0,0,0,0,0,0,0,2.631578947,56.10526316,41.68421053
CA230443,Capulí,feldspar,Spectrum 46,60.22,6.93,0,25.05,0,0,0.46,6.93,0,0.4,0,0,0,0,0,0,0,0,0,0,2.8125,61.14583333,35.72916667
CA230443,Capulí,feldspar,Spectrum 47,60.07,7.49,0,25.2,0,0,0.46,6.41,0,0.38,0,0,0,0,0,0,0,0,0,0,2.755102041,64.79591837,32.34693878
CA230443,Capulí,feldspar,Spectrum 48,59.44,6.81,0,25.21,0,0,0.52,7.01,0.41,0.6,0,0,0,0,0,0,0,0,0,0,3.263157895,60.73684211,36.52631579
CA230443,Capulí,feldspar,Spectrum 9,57.82,6.34,0,26.72,0,0,0.33,8.55,0,0.25,0,0,0,0,0,0,0,0,0,0,2.040816327,54.79591837,43.16326531
CA230448,Capulí,feldspar,Spectrum 105,61.14,7.44,0,24.31,0,0,0.7,5.83,0,0.31,0,0,0,0,0,0,0,0.27,0,0,4.270833333,65.72916667,30.10416667
CA230448,Capulí,feldspar,Spectrum 106,61.36,7.4,0,24.43,0,0,0.58,5.97,0,0.27,0,0,0,0,0,0,0,0,0,0,3.541666667,65.3125,30.83333333
CA230448,Capulí,feldspar,Spectrum 107,59.1,6.67,0,25.7,0,0,0.5,7.72,0,0.31,0,0,0,0,0,0,0,0,0,0,3.06122449,57.65306122,38.97959184
CA230448,Capulí,feldspar,Spectrum 110,58.84,6.72,0,25.94,0,0,0.48,7.66,0,0.36,0,0,0,0,0,0,0,0,0,0,2.857142857,58.06122449,38.67346939
CA230448,Capulí,feldspar,Spectrum 115,55.38,5.48,0,28.13,0,0,0.21,10.5,0,0.3,0,0,0,0,0,0,0,0,0,0,1.2,46.4,52
CA230448,Capulí,feldspar,Spectrum 76,55.37,5.39,0,28.3,0,0,0.21,10.47,0,0.26,0,0,0,0,0,0,0,0,0,0,1.212121212,46.16161616,52.32323232
CA230448,Capulí,feldspar,Spectrum 80,60.31,7.06,0,25.16,0,0,0.54,6.62,0,0.31,0,0,0,0,0,0,0,0,0,0,3.333333333,62.29166667,34.16666667
CA230448,Capulí,feldspar,Spectrum 82,59.38,6.78,0,25.62,0,0,0.46,7.41,0,0.36,0,0,0,0,0,0,0,0,0,0,2.783505155,59.27835052,37.83505155
CA230449,Capulí,feldspar,inclusion 1,60.05,6.87,0,25.16,0,0,0.47,7.21,0,0.24,0,0,0,0,0,0,0,0,0,0,2.886597938,60,36.80412371
CA230449,Capulí,feldspar,inclusion 3,57.38,5.88,0,26.93,0,0,0.27,9.08,0,0.46,0,0,0,0,0,0,0,0,0,0,1.666666667,51.875,46.875
CA230449,Capulí,feldspar,inclusion 4,56.06,5.66,0,27.58,0,0,0.28,10.06,0,0.35,0,0,0,0,0,0,0,0,0,0,1.717171717,48.48484848,50.3030303
